Avg. Area Income,Avg. Area House Age,Avg. Area Number of Rooms,Avg. Area Number of Bedrooms,Area Population,Price,Address,
72399.30556,6.74,4,1,41662.00007,160716,"719 Raymond Route
West Diane, ME 60200-7803",
89868.89193,4.5,13,19,30101.72457,142171,"310 Paul Mill Suite 863
Pamelaland, AS 20202-1133",
59801.49103,4.21,18,20,33534.9264,311111,"47705 Bethany Forge Suite 965
North Heatherhaven, ND 10371",
61957.1543,7.84,16,19,38448.49148,133804,"791 Noble Port
Michaelland, OK 69198",
71123.43282,6.68,7,14,44020.1441,141787,"143 Thomas Rapid Apt. 929
West Laurieport, ND 69617",
55202.70547,4.37,15,9,28424.95165,796389,"690 Lozano Inlet
Michelleville, AL 07048-6472",
79298.12201,7.18,2,17,15753.26664,131020,"3591 Pham Spring Suite 077
Lisaport, CT 43572",
65070.56701,7.14,19,11,24852.56515,994897,"Unit 9227 Box 8732
DPO AE 73770",
68494.98255,7.23,1,16,13998.57121,120298,"530 Johnson Circles
Cathyborough, MN 30306",
55702.20538,5.55,18,10,40087.79561,768751,"029 Patricia Bridge Apt. 540
Tranmouth, MP 59378-9231",
57233.60849,7.89,17,17,37374.91924,121165,"880 Julie Union Suite 360
Sarahchester, LA 70074-3596",
85313.88545,6.03,8,6,23974.43557,154041,"85227 Kevin Stream Suite 299
Lake Todd, WV 65286",
60224.65171,4.67,13,11,42182.86211,712228,"97544 Williams Unions Suite 893
South Harry, ME 21119",
73873.81919,6.78,15,1,33336.32735,152553,"844 Hanson Points
East Lisa, ME 83883",
63149.48523,7.15,1,5,37578.84687,103421,"171 Rocha Via
Cassandrafort, RI 90064-6234",
58593.79404,4.66,1,6,39287.5279,874103,"2758 Joshua Mission
Lake Chelsea, AS 18304-4644",
73839.87242,6.44,8,8,47602.51021,191282,"75441 Ritter Corners
North Roberttown, UT 52401-4300",
75984.83111,6.72,17,16,42248.68586,175477,"7815 Burns Skyway Suite 637
Melissaborough, TX 51087-6056",
82145.36942,6.54,16,18,25736.09605,134006,"885 Veronica Stravenue
Wilsonland, FM 77249-8036",
69017.1828,5.77,1,15,55830.75284,144675,"42822 Billy Lights
Tranchester, TX 45052",
75429.17898,6.81,17,19,36769.24968,159276,"39474 Steven Fort Apt. 881
Kristaport, OR 79397-4419",
69513.53892,4.12,7,3,14054.05343,660364,"030 Jason Coves Apt. 387
Lake Christophershire, CA 88567",
57782.41708,5.15,17,20,33426.84938,861321,"Unit 2107 Box 1980
DPO AA 76733",
74372.13845,6.56,11,1,34321.96015,164824,"111 Wilson Cape Suite 484
Hernandezton, VI 53808",
63522.12193,5.53,1,6,31995.52529,977135,"720 Vasquez Crest
Roberthaven, OK 57313",
61193.71483,7.64,16,2,33196.05984,159193,"518 Gilmore Stream Suite 013
Lake Donald, ND 18581",
60316.79073,4.3,18,20,33831.89363,695386,"126 Kim Mount Apt. 763
Mariemouth, TN 60875",
58469.9122,5.4,11,6,33547.98482,568977,"43340 Thomas Mission Suite 671
Longport, VT 28226",
75179.90299,4.59,20,17,23978.0933,935590,"38138 Carter Shores
Lake Felicia, OK 96739-7550",
56186.96329,3.99,4,6,41855.65474,984311,"569 Jeremy Orchard
New Randy, RI 27359-4665",
73225.0663,5.93,9,5,61830.53972,179624,"81623 Jenna Brook
Davidfort, PR 76020",
74338.92771,5.08,17,12,18057.17178,720080,"6548 Christopher Pike
West Adammouth, NJ 07199",
52188.11873,5.63,14,15,42495.75468,783808,"56449 Walters Forks
Port Juliaburgh, DE 80081",
83311.10394,6.69,18,15,30386.36631,159861,"2172 Jensen Lodge
Porterport, NJ 82686-8071",
72288.6752,6.59,10,6,39146.9205,156412,"20276 Kelsey Plains Apt. 162
New Angiefort, DE 15768-7899",
54866.21569,6.98,9,18,35192.84403,929480,"193 Green Causeway Suite 635
Sotoburgh, NJ 15816-5656",
85759.65776,4.78,6,14,25897.75802,141449,"222 Kevin Walks
North Robertoton, FL 87877",
59453.34204,6.29,1,1,29697.64481,837668,"809 May Mills
Yoderburgh, NH 42375-8927",
69878.7742,7.21,2,3,26814.17475,119751,"48635 Burch Pine
Lake Ellen, KY 06268",
59243.29763,6.72,7,10,51405.35248,123200,"63891 Rebecca Stravenue Suite 746
East Vincentland, NV 30237",
57853.3302,6.5,18,3,47688.2266,128593,"507 Dorsey Harbor Suite 445
North Jacobbury, ID 07463",
66643.31463,6.39,10,16,30971.15711,136152,"475 Robert Road Apt. 547
Charlotteburgh, CO 82148-4460",
69248.29959,5.95,8,7,35990.10339,109082,"1249 Rodriguez Skyway
East Laura, UT 81039",
75129.72116,6.28,15,1,41620.2893,147531,"9699 Gilbert Trail
Port Marymouth, VT 17881",
76209.99531,7,3,7,22721.6494,106665,"3283 Wu Greens
West Michelleton, AS 48620",
69342.37657,6.06,6,8,21641.97286,111743,"814 King Fords
Ortizton, WY 09795",
77630.95508,6.8,13,2,31739.88912,142028,"003 Steven Port Apt. 012
North Michaelbury, UT 27451-2671",
68929.15807,7.59,2,20,172.6106863,840272,"178 John Fork Apt. 779
East James, VT 90132",
70990.80491,6.01,5,8,30904.25303,102490,"USNS Fuentes
FPO AE 40375",
55860.68084,7.75,12,9,40335.22028,149424,"4458 Cabrera Plains Apt. 502
Mezamouth, MP 58250",
56380.9884,5.7,18,5,43994.24411,112588,"3167 George Knolls Apt. 993
East Loriside, DC 16819-7638",
64306.33882,4.8,7,4,30762.36021,108245,"74367 Howard Cliff
Antoniotown, CO 92048",
76547.9567,6.5,7,17,40564.64489,155463,"9453 Kirk Summit Apt. 368
North Lukechester, PA 24710",
57101.71705,5.49,7,12,41104.46662,101136,"7958 Mills Lock Apt. 983
Brandonville, DE 25191-2184",
76192.65604,7.3,20,5,21245.84162,143275,"22588 Brian Forge Suite 588
South Michelleside, NE 62469-4467",
79585.55223,5.77,10,12,31773.3374,161271,"53578 Rachel Estate Suite 891
Daviesstad, MH 60772",
70759.8558,6.36,20,10,25981.831,973299,"1981 Green Fall Suite 828
West Kimberlyburgh, RI 99528",
76907.23816,5.2,7,10,21658.40932,679228,"433 Patterson Parkways
East Ryan, RI 32244-3823",
64744.94244,5.9,20,19,28880.01759,127099,"90703 Isaac Path Apt. 296
Lake Leonard, SC 34290-2341",
51976.02393,5.35,10,1,36360.16875,910211,"258 Joshua Village Apt. 843
Jamesborough, HI 72801-0033",
61252.63767,5.18,9,9,40890.26603,102627,"3505 Smith Spring
Lake Ashleyville, WY 32703-3550",
58841.14292,7.75,4,11,39555.07059,149672,"78312 Martin Terrace Suite 957
New Kimberly, ND 49455",
79112.64141,6.35,4,12,33771.74049,149053,"8923 Theresa Corner
New Annefort, KS 04537",
76056.28911,6.48,13,18,28470.70147,149183,"648 Mark Green
New Aaronberg, MD 57319-9128",
52399.64822,6.8,4,16,18092.13036,996771,"4118 Gallagher Cliff Suite 158
Lake Alejandrochester, MO 76400-5583",
77551.6278,5.53,6,5,35834.493,106485,"23662 Tiffany Oval Apt. 301
Stephanieburgh, NM 67091-0155",
64160.81595,5.67,11,12,32339.00628,985749,"6049 Jacqueline Centers
Elizabethberg, WA 74545",
71167.03414,7.32,10,2,35174.87134,195262,"51952 Nelson Radial Apt. 701
West Joshuafort, ID 09690-7341",
84963.66341,7.06,15,17,40447.01075,175496,"758 Chen Ramp
North Angela, IL 06000",
59712.82231,5.73,8,17,42601.84262,112224,"USNS Webb
FPO AP 49097",
77733.73119,5.62,1,19,32074.57599,123693,"672 Larson Ramp
Robertside, NC 16903",
85707.07875,4.37,3,9,10424.41625,966084,"052 Robin Ridges Apt. 575
West Shelbyshire, MN 47834",
70280.36135,4.72,13,10,39662.74187,852268,"Unit 0180 Box 6419
DPO AP 42418-5393",
69330.74122,7.31,20,17,30097.83559,128066,"3556 John Mountains Suite 339
West Michael, KS 02710",
72988.70597,5.95,4,2,50566.6448,119021,"6925 Sherry Run
Mcdonaldville, VT 76937",
65697.82067,5.72,1,5,28742.12595,112385,"5916 Wendy Lake Apt. 451
Lake Julieborough, FL 94486",
76245.21847,7.95,3,16,32016.23476,168912,"7683 Susan Circles
Jimenezview, ID 13223-8250",
53546.87214,7.17,10,12,45504.20369,157334,"7336 Joyce Street
Ryanberg, OH 51245",
73643.0573,6.76,1,6,43152.13958,169697,"127 Sharp Well
North Bernardbury, IA 84600",
84774.45122,7.01,3,14,32383.55544,141428,"Unit 1747 Box 4835
DPO AE 80269",
58140.94032,5.06,8,3,49337.53152,755292,"420 Miller Green Apt. 769
Amyview, NH 15629-9831",
61881.16372,6.29,1,2,21397.4486,714706,"499 Mcintosh Parks
Alexandraport, MN 57727",
75312.25951,5.36,14,4,9487.921585,944001,"004 Susan Lights Apt. 864
Ericstad, SD 18478",
81328.8073,6.48,2,18,31231.5444,152313,"38412 George Forge Apt. 680
West Erika, MO 03932-3322",
77931.47646,6.5,10,12,23182.60485,142291,"8073 Miles Shores Apt. 760
Garciamouth, AK 75136",
84602.59697,7.09,2,1,39683.438,194561,"1391 Kimberly Port
Smithhaven, WA 19630",
72445.0333,5.48,9,17,69553.98833,172671,"2763 Victoria Pine Apt. 066
West Stephanie, OH 49110-6029",
57497.12815,6.67,16,7,43204.15762,105112,"06882 Snyder Lake Suite 677
East Tracy, VT 49709-4496",
87266.34023,8.24,11,9,45161.18768,224912,"03567 Scott Fork
West Lisahaven, ND 55466-3035",
62431.9381,6.79,2,14,44115.98342,152391,"9249 Robert Cliffs
New Susan, AR 48038",
72107.42807,4.54,17,13,29981.34654,103951,"Unit 5105 Box 8178
DPO AP 03939",
55577.07175,6.53,6,18,19560.01241,818057,"931 Bradley Locks Apt. 730
Justinborough, KY 10998-7603",
62327.89441,5.23,13,17,43364.42819,111546,"7909 Freeman Plains Suite 223
Griffithside, OR 90674",
73931.14266,5.66,17,2,29568.95886,125817,"4901 Michelle Estate Suite 734
New Aimeemouth, MH 31261",
63429.27469,6.36,14,19,37998.99693,143542,"Unit 1395 Box 3341
DPO AE 13371-5663",
73423.90295,5.97,4,1,34711.78242,115347,"0831 Kathleen Mill
North Connieside, TN 84541-4719",
75175.87311,8.56,16,3,22367.48207,142560,"9491 Parrish Springs Suite 070
Staceybury, OK 75939",
56636.24613,6.25,16,1,28139.36846,104835,"631 Jessica Throughway Suite 879
Elizabethfort, OR 35556-5686",
67665.93963,6.46,3,16,24758.48906,121448,"3632 Lacey Course Suite 840
Kelseyview, WY 57348-0308",
65986.81794,4.53,19,14,24056.60447,821859,"559 David Mall Apt. 334
Port Mark, MA 66518-9630",
54273.91488,5.55,19,10,24233.06146,753652,"59380 Jordan Forge Suite 680
South Angela, OH 93823-2369",
75547.84162,3.99,11,14,40043.10216,122000,"914 Harry Bypass
Mccannborough, FL 87366",
70151.08661,6.72,1,16,15255.23776,107567,"USNV Williams
FPO AA 55365-5477",
74449.12174,6.22,9,14,24837.59073,139608,"408 Davis Lakes
Arianaton, TN 06641",
66919.64032,7.82,5,6,18867.78162,113780,"91853 Ford Drive
Princechester, PW 94622-8419",
68473.86312,5.74,8,13,43146.98202,115995,"196 Brian Village Suite 689
Christensenland, NV 93801-8912",
76113.21733,6.37,13,4,26481.51177,148784,"8231 Douglas Pines
Michaelbury, IN 40415",
61212.19548,6.4,8,7,32045.55987,110307,"08136 Sparks Common Suite 382
West Rachaelville, MH 17135-7024",
59768.80592,5.8,1,2,26202.63146,897291,"637 Jesse Mountain
South Amanda, ME 03675-4416",
78847.53637,5.57,16,2,20653.89831,121432,"530 Anderson Mill Apt. 727
South Brendaborough, OR 37626",
75735.3429,5.76,12,6,37268.26997,136436,"7874 Reynolds Road
Rileystad, WY 26189",
77847.34897,5.23,11,10,30231.80829,124909,"USNS Beard
FPO AP 37680-7514",
56231.1618,5.45,9,2,52657.03375,946479,"427 Melendez Court Suite 745
South Misty, PW 59633-0548",
89163.49859,4.69,8,8,44016.14744,165980,"24016 Smith Crossroad
West Sherryburgh, NV 03282",
62377.06447,6.28,1,19,39075.95638,128539,"7508 Alyssa Mission
Mccartytown, AL 15250-4289",
68864.2823,6,5,14,29802.32138,898281,"9596 Martinez Parks Apt. 781
North Larryborough, AR 08957",
82440.89576,6.29,19,7,27545.52954,148384,"55087 Debbie Place Suite 789
Sarahburgh, WY 35157-7341",
60948.88088,7.16,10,11,39754.38814,135348,"366 Nancy Lock Suite 459
Grantland, FM 70532",
69729.60586,6.16,20,6,31719.74264,126870,"029 Smith Plains
Lindseyville, NV 06256-8392",
75491.79999,6.29,14,12,26013.68048,144857,"USS Walker
FPO AP 95931-9404",
80648.06571,6.35,20,17,35091.95553,134360,"998 Munoz Terrace Suite 265
Jacobstad, ND 61608",
84036.59865,7.73,10,2,32766.60197,151153,"PSC 5629, Box 1683
APO AA 30380-2875",
76590.37671,5.94,20,4,40643.07833,166203,"55849 Jenkins Walks Apt. 940
Benderview, KS 44342",
63534.45596,6.46,5,5,38128.9837,116667,"85930 Gardner Underpass Apt. 339
North Mandytown, VT 93457",
67269.99554,6.32,1,14,41780.47369,137563,"31512 Karina Street
Lake Aaron, UT 10919",
50887.44007,4.45,3,4,47731.01076,839638,"93436 Robin Greens
Combsside, KY 24257-6372",
80597.1118,6.44,16,8,34487.57476,163826,"2608 Penny Stream Suite 360
New Brettport, WI 37004-4215",
66041.12358,6.49,10,1,40163.97083,138540,"1993 Gibson Freeway
Lake Michael, WI 24423",
81316.38029,4.13,16,20,35589.59472,115323,"54406 Matthew Ramp
Travisshire, MI 61690-5478",
67877.02913,5.32,4,7,43300.95464,137017,"8077 David Isle Suite 263
Rodneyborough, NJ 18874-5386",
69306.95842,5.56,10,8,36851.38401,118187,"9573 Tina Rest Apt. 034
Simstown, AR 51547",
61200.72618,5.29,3,15,42789.69222,894251,"45153 Salas Hollow Apt. 148
West Erica, SD 93725",
70619.16697,5.89,7,1,37865.64855,142113,"15057 Larsen Locks
Mcmahonview, SC 51585-5774",
69910.85188,5.89,17,14,38440.73729,102896,"08194 Shelby Overpass
Gravesfurt, VT 41650-3581",
64889.21934,3.72,20,9,25904.97991,923508,"9324 Miller Throughway Apt. 765
Millsside, PA 86470-2619",
69900.13396,6.32,10,20,32679.18766,159963,"00985 Michael Fields Suite 034
Wandahaven, CO 62328",
79045.0398,5.53,9,6,24721.95904,136918,"96627 Trujillo Via Apt. 159
Connorville, DC 88114-9490",
76460.22067,7.03,8,17,46851.04219,174878,"0091 Park Junction
Port Leslie, AZ 49290",
58307.72788,6.38,13,3,25509.06978,115087,"478 Charles Trail
West Christopher, NH 85839",
56679.01602,5.09,6,11,40785.0273,111059,"361 Stephen Burgs
North Michaelview, AL 42767",
58823.05019,5.71,4,1,38682.56933,115920,"278 Mccormick Brooks
New Margaretland, NC 90315-1115",
80836.34486,5.76,20,18,49864.46977,181137,"81773 Hunter Ridges Suite 347
New Annstad, AK 53180-3670",
67710.11298,5.85,13,14,25222.46242,126744,"566 Eric Ford
Jasonmouth, CO 83797-1879",
70027.64713,7.33,13,14,40512.81685,135254,"69659 Owens Path Apt. 651
North Michael, FM 93545",
36100.44423,5.77,17,10,44901.85734,599504,"842 Duane Brook Apt. 380
Monicaview, AR 01639-3032",
67217.48614,4.61,4,8,23999.75522,717213,"0302 Laurie Curve
Johnnyfurt, SC 53321-7866",
63657.27563,6.41,12,18,36391.92539,100871,"0022 Young Rest
Lake Kevin, CA 25438-1821",
71468.2717,5.48,10,5,36377.83735,107159,"7235 Tammy Islands
Dawnfort, NM 54549",
62989.5114,6.55,10,15,36913.35067,139734,"668 Holloway Garden Apt. 481
Richardberg, UT 70614-3350",
69327.2601,6.16,3,6,31054.77532,131330,"778 Gomez Centers
South Meagan, DE 82655-5020",
94902.23722,6.37,15,17,41662.08363,210651,"2055 Rodriguez Light Suite 472
South Davidview, TX 70637",
79579.20471,4.82,20,3,31756.40564,130645,"Unit 4693 Box 5974
DPO AP 07885-8587",
73756.11862,5.25,12,12,59485.06632,135492,"PSC 3969, Box 0709
APO AE 18919-6165",
65873.93941,7.3,2,10,39785.62784,158276,"25551 Barrera Roads
New Teresa, MI 82737-9223",
52934.43579,6.02,9,7,46520.69219,847155,"12129 Felicia Ville Apt. 850
West Jessica, MS 20172",
82830.59353,5.93,20,1,32026.91225,134224,"363 Frank Stream Apt. 529
East Lucasmouth, KS 62133-6540",
73930.83995,5.28,7,14,42702.40328,136308,"6182 Hannah Locks Apt. 664
Emilyside, PA 31748",
58557.13128,5.3,11,7,54167.34162,127531,"8947 Allen Stravenue Suite 234
East Alexandraburgh, NM 55053-2423",
51718.35461,7.5,12,6,49639.17324,128592,"855 Carol Burgs
Frazierchester, MS 46812-0037",
69807.72336,7.42,9,15,51453.26516,178960,"595 Daniel Manors
Jamesstad, CO 07651",
79627.62859,4.69,13,5,31638.85497,119606,"73634 Mcintyre Pass
Tammyside, AL 76708-8615",
97112.36125,5.91,19,15,51470.06764,191758,"35841 Christine Shore
Wallmouth, NC 98956-5357",
74354.23018,6.85,6,3,30091.11684,137027,"59942 David Brook Suite 114
East John, DC 09236-7627",
72481.02619,5.98,17,7,45160.10161,167720,"817 Barbara Ville Apt. 469
Port Mary, CT 03068",
73093.48649,5.69,18,5,41796.12563,143971,"514 Martin Ford
Smithmouth, OR 69870",
51992.74329,7.18,10,11,21759.50613,101226,"073 Martinez Neck Suite 992
North Sara, MA 27515",
66484.04819,4.82,20,1,51712.14409,151174,"5035 Daniel Port Suite 074
Port Jordanbury, SC 46334-0480",
81182.15391,5.25,18,7,34141.18824,113115,"9758 James Stream
Port Bryanview, ID 99846-0784",
79103.94328,3.78,7,9,25767.8186,764860,"247 Betty Mall Suite 117
North Samantha, DE 69390",
75070.26257,6.68,1,19,44682.75733,168131,"138 Coleman Parks
West Travis, PW 22854",
44688.56382,5.48,4,15,25120.99203,291724,"5460 Shawna Throughway
Lake Jermaine, MS 94725",
73726.17986,3.99,2,6,28666.77112,101325,"9222 Gross Cove
Lake Davidshire, CT 71099",
64038.99388,4.02,6,9,54130.97595,119470,"32536 Brown Square Apt. 331
Thomastown, AK 08587-4493",
69896.51919,5.98,6,12,38180.82233,146300,"99806 Darren Mount Suite 505
Dawnborough, NH 07786-7190",
73723.45535,6.52,4,6,24723.27865,145332,"Unit 5439 Box 2269
DPO AE 18066-3647",
79996.61103,6.11,7,1,28067.63161,129150,"988 Moore Underpass Suite 690
New Elizabethburgh, AZ 76937-4021",
61538.90779,7.23,16,4,51154.13258,162550,"4078 Christine Passage Apt. 095
South Ethanland, WA 16373",
47065.0533,5.76,11,19,24125.87581,566896,"006 Miller Orchard Suite 211
Port Louis, WY 09440",
82381.54875,4.69,16,7,36655.12894,146851,"06207 Dean Parkways Suite 455
Lake Haileyfort, MI 73004",
80857.44245,4.8,19,10,44385.31241,157310,"7652 Nicole Extension Suite 206
Lake Angela, KY 89831-0175",
60893.76408,4.12,1,18,49076.75735,968360,"2220 Sullivan Shoal Apt. 664
New Gabriel, UT 12666-0446",
66356.05996,7.48,2,3,38022.8382,130998,"8220 Cindy Land
Brownland, MA 40384",
78438.36946,7.47,10,10,35220.38316,136121,"653 Amy Ports Suite 817
Lake Calebstad, TX 33969-7942",
61215.57661,7.48,19,1,36495.17095,146512,"4542 Sanchez Stream
New Steven, IN 42368-9011",
64907.98025,6.76,13,3,46677.2744,157146,"4037 Wolfe Mount
Alexanderburgh, TN 66040-2962",
80008.66783,4.84,8,6,45889.89049,162909,"40592 Joanne Meadow
Lake Ericshire, MS 82383-5094",
71356.30273,5.15,20,19,36998.47979,118233,"20215 Chase Groves
New Frank, IA 76417-4251",
72432.70034,5.87,14,19,35039.46939,101081,"553 Debra Corner Apt. 716
North Douglasland, OR 61608-7223",
67284.47485,5.43,18,3,24942.88585,924728,"62937 Katherine Roads Suite 190
New Richardmouth, ID 32823",
62653.09246,6.54,12,20,41467.86766,138211,"882 Carrie Drives Suite 866
Heidihaven, VT 22098",
63968.60858,6.42,18,12,27404.50027,136672,"9111 Amy Landing
Port Andrewbury, PA 60420",
74233.94584,6.49,6,20,32875.76905,129784,"495 Weaver Skyway
Jenniferport, OR 77808-5741",
59729.2526,7.56,4,9,31202.18742,119668,"43128 Kevin Lane Suite 880
Lake Brookeborough, MI 16269-0938",
81132.00429,5.64,3,19,32311.85324,128111,"57811 Crystal Road Apt. 465
New Courtney, MS 95601",
68500.81624,5.84,11,11,51746.72764,153072,"03124 Jessica Prairie
Lake Edward, DC 65069-7385",
55050.30809,7.2,4,18,29423.82757,120866,"06369 Amanda Way
Lake Thomaschester, MP 71633-2350",
76840.45801,5.53,13,7,29860.07831,141727,"71104 Cross Path
Sandramouth, NY 69229",
63428.91645,5.32,11,12,42996.60608,119560,"605 Collins Islands
North Elizabeth, TN 76959",
90592.46961,7.7,20,19,37223.87617,246906,"USNS Vargas
FPO AE 56319-6904",
56685.01444,6.95,17,4,43322.16685,122310,"8584 Darrell Groves
Bennettberg, SD 72404-6826",
69230.74974,6.47,3,6,43072.19661,122027,"7200 Tammy Place Apt. 727
Morenoland, DE 51392",
68916.65376,7,16,2,42744.82854,131176,"93435 Grace Oval
Pamelaland, NE 21006-4512",
60509.04459,7.12,6,4,28410.30375,119831,"PSC 4610, Box 2354
APO AP 02895-8370",
85719.31562,4.53,9,17,32058.35624,118760,"812 Munoz Fords Apt. 233
New Kelly, IA 54531",
62134.02206,7.44,15,14,32157.13169,139966,"7892 Ross Garden
South Keith, NC 32349",
73435.17519,6.37,2,2,36239.55617,159777,"606 Mejia Land Apt. 238
Brittanyside, NY 78170-7389",
55612.76294,7.69,6,20,42258.53738,135502,"31143 Wendy Overpass Suite 905
Robinsonmouth, NY 94261-0324",
70879.9083,6.73,20,16,22431.60626,113705,"2430 Samuel Stravenue
Port Williamtown, NM 37798-8316",
67461.44623,4.89,2,2,34573.11218,105381,"09328 Jacqueline Roads
Andersonport, VT 62322",
84439.85575,4.31,12,10,19835.24732,124242,"125 Jesse Spring
New Benjaminberg, NY 16741",
67802.30909,6,2,13,36129.69101,122204,"359 Davidson Ports Apt. 177
Andreaport, MD 43672",
62685.27075,6.05,13,9,42018.93857,102546,"7708 Hays Spurs Suite 994
Port Jasonport, TX 65571-9046",
71392.47389,3.99,4,20,36009.70034,859427,"67217 Andrew Bypass
East Jonathan, KS 49221-7797",
59050.53429,6.05,9,5,37741.35882,127980,"329 Lee Mountains Apt. 592
West James, NJ 36320-9547",
87895.86521,8.05,14,8,23876.13221,167166,"76805 Soto Avenue
Masonburgh, PW 85098-2368",
70276.40492,7.07,5,4,26630.48373,152560,"PSC 4275, Box 9478
APO AP 64444-8885",
72640.26405,4.44,14,16,31470.61746,998773,"6484 Kayla Mall
West Isaacburgh, MO 37193-8366",
62894.12724,6.77,10,15,20317.21375,101232,"0551 Crystal Trafficway Apt. 141
Richardhaven, MT 91357",
50846.00806,5.27,8,9,45357.00431,125241,"9627 Maria Forks Suite 794
Davisberg, NE 50806-5808",
78688.29319,6.35,14,9,47812.01849,186931,"72754 Nguyen Extension Apt. 174
Woodland, PR 57096",
76397.04314,7.61,3,7,45281.18657,180068,"0155 Julie Club
Andrewberg, KS 37344",
62162.62813,6.22,17,5,47747.3639,139310,"71010 Parker Mountain Apt. 263
Carterburgh, GU 54230-0036",
75090.75512,6.06,20,6,39456.87209,116655,"9282 Campbell Glen
East Patricia, MO 95742",
61801.46537,5.06,10,5,36326.69694,988175,"8863 Christine Extensions
Port Suechester, MN 59441",
77429.83343,6.96,17,5,30108.24133,154048,"76135 Shannon View Apt. 267
New Michaelland, PA 52372",
74388.60126,4.27,15,14,33763.08394,866142,"52319 Derek Ports
Buckleyton, AL 80725",
